Access ID,Customer ID ,Product Group ID,Access Date,Page Views,Time Spent,Device Used,Referrer URL,Session Duration,Conversion Rate,Bounce Rate
691,691,691,4/11/2023,100,20,Laptop,ABC.com,10 minutes,9%,50%
692,692,692,11/6/2023,70,13,Tablet,ABC.com,20 minutes,5%,40%
693,693,693,3/30/2023,700,10,Desktop,ABC.com,12 minutes,3%,60%
694,694,694,5/14/2023,30,14,Smartphone,ABC.com,8 minutes,7%,50%
695,695,695,4/29/2023,300,9,Tablet,ABC.com,15 minutes,8%,70%
696,696,696,10/6/2023,700,15,Laptop,ABC.com,15 minutes,8%,30%
697,697,697,10/3/2023,700,13,Desktop,ABC.com,29 minutes,6%,60%
698,698,698,3/30/2023,500,9,Laptop,ABC.com,20 minutes,2%,60%
699,699,699,12/7/2023,20,18,Desktop,ABC.com,15 minutes,7%,60%
700,700,700,2/10/2023,800,11,Tablet,ABC.com,11 minutes,4%,40%
701,701,701,3/29/2023,20,13,Tablet,ABC.com,29 minutes,8%,30%
702,702,702,12/21/2023,900,16,Tablet,ABC.com,20 minutes,1%,40%
703,703,703,7/26/2023,30,10,Laptop,ABC.com,29 minutes,8%,20%
704,704,704,12/2/2023,90,10,Laptop,ABC.com,10 minutes,4%,40%
705,705,705,1/1/2023,40,11,Desktop,ABC.com,20 minutes,2%,20%
706,706,706,1/2/2023,20,20,Desktop,ABC.com,11 minutes,6%,30%
707,707,707,11/6/2023,100,12,Smartphone,ABC.com,20 minutes,1%,30%
708,708,708,11/2/2023,20,10,Smartphone,ABC.com,15 minutes,3%,40%
709,709,709,9/30/2023,40,3,Desktop,ABC.com,12 minutes,2%,20%
710,710,710,3/25/2023,100,11,Desktop,ABC.com,15 minutes,2%,90%
711,711,711,7/13/2023,100,9,Tablet,ABC.com,11 minutes,4%,90%
712,712,712,2/15/2023,500,15,Desktop,ABC.com,8 minutes,1%,40%
713,713,713,2/18/2023,10,20,Smartphone,ABC.com,12 minutes,3%,60%
714,714,714,6/18/2023,800,12,Smartphone,ABC.com,29 minutes,7%,90%
715,715,715,3/4/2023,900,9,Laptop,ABC.com,10 minutes,4%,50%
716,716,716,6/26/2023,400,15,Tablet,ABC.com,29 minutes,7%,90%
717,717,717,10/17/2023,900,12,Smartphone,ABC.com,11 minutes,9%,40%
718,718,718,2/4/2023,50,10,Smartphone,ABC.com,8 minutes,9%,90%
719,719,719,12/8/2023,60,6,Desktop,ABC.com,10 minutes,6%,50%
720,720,720,7/8/2023,500,10,Laptop,ABC.com,15 minutes,3%,90%
721,721,721,9/24/2023,600,12,Smartphone,ABC.com,8 minutes,9%,50%
722,722,722,12/4/2023,600,15,Laptop,ABC.com,15 minutes,8%,40%
723,723,723,6/11/2023,50,15,Tablet,ABC.com,15 minutes,9%,90%
724,724,724,11/5/2023,100,20,Laptop,ABC.com,11 minutes,8%,30%
725,725,725,9/26/2023,1000,6,Smartphone,ABC.com,15 minutes,8%,40%
726,726,726,11/2/2023,10,15,Smartphone,ABC.com,12 minutes,1%,20%
727,727,727,8/26/2023,70,16,Laptop,ABC.com,15 minutes,1%,30%
728,728,728,10/15/2023,200,14,Smartphone,ABC.com,20 minutes,7%,90%
729,729,729,5/2/2023,1000,15,Desktop,ABC.com,10 minutes,9%,20%
730,730,730,4/6/2023,30,6,Tablet,ABC.com,20 minutes,2%,20%
731,731,731,3/8/2023,80,10,Smartphone,ABC.com,8 minutes,6%,30%
732,732,732,11/7/2023,100,12,Laptop,ABC.com,8 minutes,1%,90%
733,733,733,7/16/2023,400,9,Desktop,ABC.com,29 minutes,4%,50%
734,734,734,8/8/2023,70,11,Desktop,ABC.com,11 minutes,9%,70%
735,735,735,2/28/2023,70,12,Desktop,ABC.com,29 minutes,4%,60%
736,736,736,7/29/2023,700,14,Tablet,ABC.com,11 minutes,2%,40%
737,737,737,5/10/2023,500,16,Desktop,ABC.com,11 minutes,4%,60%
738,738,738,1/30/2023,900,20,Tablet,ABC.com,15 minutes,8%,20%
739,739,739,6/8/2023,90,3,Smartphone,ABC.com,10 minutes,4%,40%
740,740,740,12/6/2023,500,14,Desktop,ABC.com,15 minutes,9%,30%
741,741,741,10/11/2023,20,20,Laptop,ABC.com,20 minutes,5%,70%
742,742,742,9/14/2023,80,20,Desktop,ABC.com,12 minutes,7%,30%
743,743,743,12/18/2023,100,3,Desktop,ABC.com,29 minutes,8%,30%
744,744,744,1/28/2023,40,12,Tablet,ABC.com,8 minutes,5%,20%
745,745,745,7/26/2023,900,11,Tablet,ABC.com,15 minutes,7%,30%
746,746,746,4/20/2023,500,12,Desktop,ABC.com,12 minutes,7%,20%
747,747,747,12/7/2023,1000,11,Laptop,ABC.com,15 minutes,4%,60%
748,748,748,5/7/2023,40,3,Desktop,ABC.com,29 minutes,5%,90%
749,749,749,1/25/2023,10,18,Desktop,ABC.com,11 minutes,5%,90%
750,750,750,3/18/2023,200,13,Laptop,ABC.com,10 minutes,4%,60%
751,751,751,3/14/2023,30,16,Tablet,ABC.com,15 minutes,8%,40%
752,752,752,7/18/2023,50,15,Smartphone,ABC.com,8 minutes,5%,20%
753,753,753,4/19/2023,10,13,Smartphone,ABC.com,15 minutes,6%,90%
754,754,754,6/28/2023,90,16,Desktop,ABC.com,20 minutes,1%,40%
755,755,755,3/28/2023,700,10,Desktop,ABC.com,20 minutes,5%,60%
756,756,756,1/13/2023,80,15,Tablet,ABC.com,12 minutes,8%,40%
757,757,757,2/20/2023,900,13,Laptop,ABC.com,12 minutes,6%,30%
758,758,758,6/2/2023,700,18,Desktop,ABC.com,29 minutes,1%,50%
759,759,759,7/11/2023,700,9,Desktop,ABC.com,15 minutes,9%,30%
760,760,760,6/4/2023,20,20,Tablet,ABC.com,15 minutes,7%,70%
761,761,761,10/8/2023,60,18,Tablet,ABC.com,20 minutes,5%,40%
762,762,762,1/3/2023,300,16,Smartphone,ABC.com,12 minutes,2%,60%
763,763,763,3/26/2023,1000,3,Tablet,ABC.com,8 minutes,9%,40%
764,764,764,9/10/2023,600,14,Smartphone,ABC.com,29 minutes,2%,60%
765,765,765,10/10/2023,80,12,Tablet,ABC.com,20 minutes,6%,40%
766,766,766,1/9/2023,800,10,Desktop,ABC.com,29 minutes,2%,90%
767,767,767,1/22/2023,800,16,Laptop,ABC.com,12 minutes,1%,70%
768,768,768,4/27/2023,60,16,Laptop,ABC.com,12 minutes,8%,90%
769,769,769,11/19/2023,30,20,Smartphone,ABC.com,29 minutes,5%,40%
770,770,770,9/24/2023,100,20,Desktop,ABC.com,8 minutes,5%,20%
771,771,771,6/24/2023,1000,10,Laptop,ABC.com,8 minutes,4%,50%
772,772,772,6/19/2023,30,3,Tablet,ABC.com,15 minutes,4%,90%
773,773,773,10/16/2023,800,12,Desktop,ABC.com,11 minutes,7%,40%
774,774,774,11/30/2023,80,3,Desktop,ABC.com,12 minutes,6%,70%
775,775,775,2/2/2023,80,10,Laptop,ABC.com,11 minutes,5%,40%
776,776,776,4/7/2023,500,9,Laptop,ABC.com,11 minutes,8%,60%
777,777,777,2/20/2023,20,12,Smartphone,ABC.com,29 minutes,4%,60%
778,778,778,7/8/2023,200,11,Smartphone,ABC.com,12 minutes,5%,40%
779,779,779,12/16/2023,700,14,Tablet,ABC.com,29 minutes,1%,70%
780,780,780,1/13/2023,100,3,Tablet,ABC.com,10 minutes,5%,50%
781,781,781,5/21/2023,40,18,Desktop,ABC.com,12 minutes,1%,60%
782,782,782,4/3/2023,30,11,Tablet,ABC.com,20 minutes,3%,90%
783,783,783,10/13/2023,70,16,Laptop,ABC.com,10 minutes,9%,50%
784,784,784,8/15/2023,20,9,Smartphone,ABC.com,10 minutes,8%,40%
785,785,785,7/23/2023,10,16,Desktop,ABC.com,10 minutes,4%,90%
786,786,786,1/17/2023,50,11,Tablet,ABC.com,20 minutes,6%,20%
787,787,787,1/28/2023,1000,13,Smartphone,ABC.com,10 minutes,5%,20%
788,788,788,7/7/2023,50,3,Desktop,ABC.com,8 minutes,6%,30%
789,789,789,12/21/2023,10,3,Laptop,ABC.com,15 minutes,3%,30%
790,790,790,9/29/2023,10,10,Laptop,ABC.com,12 minutes,4%,90%
791,791,791,3/27/2023,10,14,Smartphone,ABC.com,11 minutes,7%,70%
792,792,792,6/19/2023,300,10,Laptop,ABC.com,8 minutes,7%,70%
793,793,793,6/10/2023,600,15,Smartphone,ABC.com,8 minutes,2%,70%
794,794,794,12/17/2023,60,10,Laptop,ABC.com,20 minutes,7%,20%
795,795,795,6/3/2023,300,12,Laptop,ABC.com,11 minutes,4%,40%
796,796,796,3/7/2023,1000,18,Tablet,ABC.com,20 minutes,4%,70%
797,797,797,11/12/2023,80,18,Desktop,ABC.com,20 minutes,7%,50%
798,798,798,12/22/2023,900,10,Desktop,ABC.com,15 minutes,5%,90%
799,799,799,8/1/2023,700,3,Laptop,ABC.com,15 minutes,3%,70%
800,800,800,3/1/2023,50,12,Tablet,ABC.com,11 minutes,3%,60%
801,801,801,7/3/2023,600,18,Tablet,ABC.com,11 minutes,1%,70%
802,802,802,10/4/2023,400,12,Desktop,ABC.com,20 minutes,4%,20%
803,803,803,10/10/2023,20,15,Smartphone,ABC.com,8 minutes,3%,50%
804,804,804,8/29/2023,50,16,Laptop,ABC.com,12 minutes,1%,70%
805,805,805,11/4/2023,700,20,Tablet,ABC.com,15 minutes,7%,70%
806,806,806,10/29/2023,90,14,Smartphone,ABC.com,15 minutes,6%,60%
807,807,807,11/8/2023,900,12,Desktop,ABC.com,8 minutes,9%,60%
808,808,808,9/28/2023,600,14,Tablet,ABC.com,29 minutes,3%,30%
809,809,809,2/15/2023,60,18,Tablet,ABC.com,29 minutes,6%,20%
810,810,810,11/21/2023,70,14,Smartphone,ABC.com,8 minutes,9%,20%
811,811,811,2/12/2023,600,3,Tablet,ABC.com,10 minutes,2%,20%
812,812,812,6/15/2023,90,9,Tablet,ABC.com,15 minutes,1%,60%
813,813,813,2/17/2023,800,9,Smartphone,ABC.com,11 minutes,3%,40%
814,814,814,10/22/2023,30,10,Tablet,ABC.com,29 minutes,2%,30%
815,815,815,11/8/2023,300,6,Tablet,ABC.com,15 minutes,6%,60%
816,816,816,8/3/2023,900,9,Tablet,ABC.com,8 minutes,1%,90%
817,817,817,4/16/2023,500,13,Desktop,ABC.com,20 minutes,2%,20%
818,818,818,6/30/2023,600,16,Tablet,ABC.com,10 minutes,5%,40%
819,819,819,1/30/2023,900,18,Smartphone,ABC.com,11 minutes,9%,50%
820,820,820,3/6/2023,800,15,Smartphone,ABC.com,15 minutes,3%,40%
821,821,821,5/28/2023,70,3,Desktop,ABC.com,29 minutes,6%,90%
822,822,822,5/14/2023,30,16,Desktop,ABC.com,20 minutes,3%,50%
823,823,823,4/12/2023,70,12,Tablet,ABC.com,8 minutes,5%,90%
824,824,824,9/21/2023,90,16,Desktop,ABC.com,8 minutes,5%,40%
825,825,825,10/28/2023,30,12,Tablet,ABC.com,20 minutes,2%,30%
826,826,826,12/22/2023,100,3,Laptop,ABC.com,20 minutes,7%,60%
827,827,827,12/14/2023,900,10,Tablet,ABC.com,29 minutes,5%,90%
828,828,828,7/5/2023,600,18,Desktop,ABC.com,10 minutes,6%,50%
829,829,829,9/25/2023,50,11,Laptop,ABC.com,29 minutes,5%,30%
830,830,830,3/24/2023,100,12,Tablet,ABC.com,11 minutes,4%,60%
831,831,831,1/6/2023,30,11,Laptop,ABC.com,20 minutes,6%,70%
832,832,832,11/6/2023,300,11,Tablet,ABC.com,12 minutes,9%,60%
833,833,833,2/21/2023,20,18,Laptop,ABC.com,15 minutes,2%,50%
834,834,834,5/30/2023,80,6,Smartphone,ABC.com,12 minutes,7%,30%
835,835,835,3/8/2023,30,15,Smartphone,ABC.com,12 minutes,7%,50%
836,836,836,7/23/2023,70,12,Tablet,ABC.com,8 minutes,9%,20%
837,837,837,10/6/2023,700,13,Laptop,ABC.com,15 minutes,6%,60%
838,838,838,11/22/2023,20,16,Tablet,ABC.com,11 minutes,1%,30%
839,839,839,3/17/2023,50,13,Smartphone,ABC.com,20 minutes,6%,70%
840,840,840,12/14/2023,600,9,Desktop,ABC.com,29 minutes,8%,50%
841,841,841,12/27/2023,10,6,Smartphone,ABC.com,20 minutes,7%,50%
842,842,842,11/3/2023,800,12,Smartphone,ABC.com,11 minutes,2%,30%
843,843,843,11/5/2023,70,16,Tablet,ABC.com,11 minutes,6%,40%
844,844,844,6/8/2023,10,9,Smartphone,ABC.com,29 minutes,6%,60%
845,845,845,4/16/2023,40,13,Desktop,ABC.com,12 minutes,4%,70%
846,846,846,3/31/2023,900,14,Tablet,ABC.com,11 minutes,5%,50%
847,847,847,6/28/2023,10,15,Smartphone,ABC.com,29 minutes,7%,60%
848,848,848,5/22/2023,600,16,Laptop,ABC.com,29 minutes,8%,20%
849,849,849,3/9/2023,600,15,Smartphone,ABC.com,29 minutes,2%,30%
850,850,850,5/27/2023,50,12,Smartphone,ABC.com,15 minutes,4%,40%
851,851,851,12/28/2023,500,12,Smartphone,ABC.com,29 minutes,7%,70%
852,852,852,11/2/2023,600,16,Desktop,ABC.com,10 minutes,3%,70%
853,853,853,11/3/2023,90,9,Tablet,ABC.com,12 minutes,8%,40%
854,854,854,6/17/2023,80,18,Desktop,ABC.com,10 minutes,9%,90%
855,855,855,12/27/2023,10,11,Laptop,ABC.com,8 minutes,8%,50%
856,856,856,4/22/2023,900,16,Laptop,ABC.com,29 minutes,3%,60%
857,857,857,9/12/2023,50,12,Smartphone,ABC.com,8 minutes,6%,60%
858,858,858,7/11/2023,80,20,Smartphone,ABC.com,10 minutes,7%,60%
859,859,859,9/19/2023,400,11,Smartphone,ABC.com,29 minutes,3%,50%
860,860,860,3/19/2023,60,10,Laptop,ABC.com,12 minutes,7%,40%
861,861,861,12/3/2023,70,13,Desktop,ABC.com,15 minutes,7%,70%
862,862,862,10/14/2023,50,11,Smartphone,ABC.com,12 minutes,3%,50%
863,863,863,4/7/2023,700,15,Tablet,ABC.com,12 minutes,9%,30%
864,864,864,7/22/2023,700,11,Laptop,ABC.com,10 minutes,2%,90%
865,865,865,11/11/2023,500,10,Smartphone,ABC.com,12 minutes,5%,20%
866,866,866,2/2/2023,100,3,Tablet,ABC.com,29 minutes,3%,20%
867,867,867,6/12/2023,1000,10,Tablet,ABC.com,10 minutes,6%,60%
868,868,868,8/12/2023,300,16,Tablet,ABC.com,11 minutes,2%,70%
869,869,869,6/17/2023,90,11,Laptop,ABC.com,8 minutes,1%,50%
870,870,870,2/21/2023,500,13,Smartphone,ABC.com,15 minutes,7%,60%
871,871,871,11/20/2023,60,20,Desktop,ABC.com,10 minutes,7%,20%
872,872,872,12/12/2023,30,9,Tablet,ABC.com,20 minutes,3%,40%
873,873,873,5/13/2023,800,12,Smartphone,ABC.com,12 minutes,3%,70%
874,874,874,8/20/2023,700,6,Laptop,ABC.com,8 minutes,3%,40%
875,875,875,6/10/2023,10,3,Smartphone,ABC.com,29 minutes,6%,90%
876,876,876,4/11/2023,30,9,Smartphone,ABC.com,10 minutes,5%,60%
877,877,877,12/8/2023,1000,16,Desktop,ABC.com,29 minutes,4%,20%
878,878,878,3/15/2023,30,11,Laptop,ABC.com,29 minutes,4%,90%
879,879,879,3/1/2023,400,12,Smartphone,ABC.com,12 minutes,1%,40%
880,880,880,5/23/2023,50,13,Laptop,ABC.com,29 minutes,9%,70%
881,881,881,5/13/2023,80,9,Laptop,ABC.com,8 minutes,1%,60%
882,882,882,7/13/2023,20,9,Laptop,ABC.com,10 minutes,1%,20%
883,883,883,7/31/2023,20,9,Desktop,ABC.com,11 minutes,2%,40%
884,884,884,3/23/2023,10,14,Smartphone,ABC.com,12 minutes,8%,40%
885,885,885,4/9/2023,30,16,Desktop,ABC.com,15 minutes,3%,50%
886,886,886,10/2/2023,60,14,Laptop,ABC.com,15 minutes,2%,60%
887,887,887,11/12/2023,300,6,Laptop,ABC.com,15 minutes,9%,30%
888,888,888,9/2/2023,70,16,Tablet,ABC.com,29 minutes,1%,40%
889,889,889,4/19/2023,300,9,Tablet,ABC.com,29 minutes,3%,40%
890,890,890,4/16/2023,80,13,Tablet,ABC.com,15 minutes,4%,50%
891,891,891,9/30/2023,90,6,Smartphone,ABC.com,10 minutes,2%,70%
892,892,892,12/1/2023,1000,9,Desktop,ABC.com,10 minutes,4%,50%
893,893,893,9/28/2023,10,15,Desktop,ABC.com,10 minutes,6%,30%
894,894,894,5/15/2023,100,6,Tablet,ABC.com,11 minutes,4%,70%
895,895,895,10/13/2023,90,15,Tablet,ABC.com,8 minutes,6%,90%
896,896,896,7/29/2023,10,16,Tablet,ABC.com,8 minutes,4%,60%
897,897,897,3/20/2023,800,14,Laptop,ABC.com,8 minutes,4%,50%
898,898,898,11/19/2023,800,10,Laptop,ABC.com,10 minutes,8%,90%
899,899,899,7/3/2023,70,12,Laptop,ABC.com,10 minutes,8%,40%
900,900,900,10/4/2023,700,6,Tablet,ABC.com,29 minutes,2%,90%
901,901,901,10/11/2023,90,15,Desktop,ABC.com,20 minutes,2%,30%
902,902,902,7/30/2023,60,12,Desktop,ABC.com,11 minutes,8%,30%
903,903,903,2/28/2023,1000,15,Desktop,ABC.com,12 minutes,2%,30%
904,904,904,11/22/2023,100,12,Tablet,ABC.com,12 minutes,9%,40%
905,905,905,4/29/2023,1000,20,Tablet,ABC.com,11 minutes,5%,70%
906,906,906,4/7/2023,200,13,Laptop,ABC.com,29 minutes,5%,20%
907,907,907,4/20/2023,1000,16,Laptop,ABC.com,15 minutes,5%,20%
908,908,908,2/11/2023,600,3,Laptop,ABC.com,11 minutes,5%,30%
909,909,909,4/1/2023,90,3,Desktop,ABC.com,10 minutes,4%,60%
910,910,910,9/23/2023,70,9,Tablet,ABC.com,12 minutes,7%,90%
911,911,911,1/30/2023,800,14,Laptop,ABC.com,20 minutes,4%,30%
912,912,912,12/5/2023,30,6,Desktop,ABC.com,11 minutes,8%,70%
913,913,913,3/15/2023,80,13,Laptop,ABC.com,8 minutes,6%,20%
914,914,914,10/15/2023,1000,6,Tablet,ABC.com,11 minutes,5%,90%
915,915,915,7/4/2023,700,16,Laptop,ABC.com,29 minutes,9%,30%
916,916,916,6/29/2023,400,6,Tablet,ABC.com,10 minutes,4%,90%
917,917,917,5/1/2023,30,10,Desktop,ABC.com,20 minutes,1%,70%
918,918,918,6/14/2023,600,10,Tablet,ABC.com,20 minutes,5%,90%
919,919,919,5/3/2023,90,6,Laptop,ABC.com,12 minutes,2%,70%
920,920,920,4/4/2023,1000,16,Tablet,ABC.com,29 minutes,3%,70%
921,921,921,9/12/2023,500,10,Desktop,ABC.com,29 minutes,5%,30%
922,922,922,8/15/2023,500,10,Desktop,ABC.com,11 minutes,1%,20%
923,923,923,12/21/2023,40,3,Desktop,ABC.com,10 minutes,9%,50%
924,924,924,2/4/2023,700,6,Laptop,ABC.com,29 minutes,3%,40%
925,925,925,9/1/2023,30,9,Tablet,ABC.com,8 minutes,3%,50%
926,926,926,8/8/2023,90,11,Desktop,ABC.com,20 minutes,8%,60%
927,927,927,9/1/2023,200,6,Desktop,ABC.com,29 minutes,1%,30%
928,928,928,12/25/2023,500,10,Smartphone,ABC.com,11 minutes,4%,90%
929,929,929,9/15/2023,70,6,Tablet,ABC.com,15 minutes,2%,90%
930,930,930,11/26/2023,60,18,Laptop,ABC.com,29 minutes,7%,50%
931,931,931,12/5/2023,20,14,Laptop,ABC.com,8 minutes,4%,40%
932,932,932,10/7/2023,700,16,Smartphone,ABC.com,11 minutes,8%,70%
933,933,933,10/18/2023,50,6,Desktop,ABC.com,15 minutes,8%,90%
934,934,934,10/7/2023,300,3,Smartphone,ABC.com,11 minutes,7%,40%
935,935,935,12/28/2023,500,13,Desktop,ABC.com,11 minutes,7%,70%
936,936,936,1/9/2023,800,14,Tablet,ABC.com,11 minutes,5%,90%
937,937,937,12/9/2023,30,16,Smartphone,ABC.com,8 minutes,7%,50%
938,938,938,8/31/2023,40,3,Desktop,ABC.com,15 minutes,1%,40%
939,939,939,10/5/2023,100,12,Desktop,ABC.com,12 minutes,8%,30%
940,940,940,5/11/2023,10,16,Desktop,ABC.com,12 minutes,2%,90%
941,941,941,7/18/2023,400,13,Laptop,ABC.com,15 minutes,1%,70%
942,942,942,5/15/2023,30,13,Desktop,ABC.com,10 minutes,6%,60%
943,943,943,2/22/2023,30,10,Smartphone,ABC.com,10 minutes,5%,20%
944,944,944,11/7/2023,20,15,Laptop,ABC.com,20 minutes,6%,70%
945,945,945,4/5/2023,30,9,Laptop,ABC.com,15 minutes,2%,60%
946,946,946,5/14/2023,900,6,Desktop,ABC.com,15 minutes,5%,20%
947,947,947,9/13/2023,10,16,Tablet,ABC.com,12 minutes,5%,20%
948,948,948,3/16/2023,600,9,Laptop,ABC.com,11 minutes,1%,70%
949,949,949,4/6/2023,20,6,Tablet,ABC.com,20 minutes,5%,20%
950,950,950,5/12/2023,40,11,Desktop,ABC.com,20 minutes,2%,50%
951,951,951,6/16/2023,10,20,Laptop,ABC.com,15 minutes,6%,90%
952,952,952,1/6/2023,40,20,Laptop,ABC.com,20 minutes,7%,50%
953,953,953,6/20/2023,400,9,Smartphone,ABC.com,11 minutes,5%,40%
954,954,954,7/27/2023,100,9,Laptop,ABC.com,29 minutes,8%,20%
955,955,955,4/13/2023,200,14,Smartphone,ABC.com,15 minutes,3%,70%
956,956,956,1/2/2023,800,13,Desktop,ABC.com,20 minutes,9%,30%
957,957,957,1/10/2023,500,10,Laptop,ABC.com,8 minutes,8%,60%
958,958,958,3/25/2023,70,13,Smartphone,ABC.com,29 minutes,3%,60%
959,959,959,3/15/2023,80,3,Tablet,ABC.com,15 minutes,1%,30%
960,960,960,5/10/2023,70,3,Laptop,ABC.com,12 minutes,6%,40%
961,961,961,9/8/2023,80,18,Smartphone,ABC.com,11 minutes,9%,50%
962,962,962,11/24/2023,100,10,Laptop,ABC.com,20 minutes,4%,40%
963,963,963,11/19/2023,80,3,Tablet,ABC.com,15 minutes,2%,20%
964,964,964,3/30/2023,500,3,Desktop,ABC.com,10 minutes,4%,90%
965,965,965,2/20/2023,10,10,Tablet,ABC.com,12 minutes,7%,50%
966,966,966,6/24/2023,90,16,Laptop,ABC.com,10 minutes,1%,40%
967,967,967,10/17/2023,900,9,Desktop,ABC.com,29 minutes,8%,50%
968,968,968,11/30/2023,80,6,Smartphone,ABC.com,10 minutes,7%,60%
969,969,969,7/13/2023,70,11,Laptop,ABC.com,11 minutes,1%,20%
970,970,970,7/10/2023,600,11,Laptop,ABC.com,10 minutes,2%,70%
971,971,971,8/17/2023,800,10,Desktop,ABC.com,12 minutes,6%,70%
972,972,972,11/7/2023,40,9,Desktop,ABC.com,12 minutes,1%,50%
973,973,973,9/6/2023,40,10,Laptop,ABC.com,15 minutes,7%,30%
974,974,974,7/21/2023,700,9,Laptop,ABC.com,20 minutes,8%,90%
975,975,975,10/29/2023,60,10,Tablet,ABC.com,29 minutes,4%,40%
976,976,976,5/25/2023,600,20,Tablet,ABC.com,11 minutes,4%,60%
977,977,977,7/20/2023,30,3,Smartphone,ABC.com,29 minutes,5%,50%
978,978,978,1/24/2023,100,18,Laptop,ABC.com,29 minutes,2%,60%
979,979,979,10/3/2023,60,9,Laptop,ABC.com,15 minutes,7%,60%
980,980,980,9/12/2023,10,15,Tablet,ABC.com,8 minutes,6%,90%
981,981,981,9/1/2023,70,18,Laptop,ABC.com,10 minutes,1%,50%
982,982,982,4/24/2023,40,12,Smartphone,ABC.com,12 minutes,3%,60%
983,983,983,10/1/2023,900,15,Desktop,ABC.com,20 minutes,5%,70%
984,984,984,1/25/2023,800,16,Tablet,ABC.com,29 minutes,4%,30%
985,985,985,7/4/2023,700,15,Tablet,ABC.com,8 minutes,4%,90%
986,986,986,1/30/2023,100,15,Tablet,ABC.com,20 minutes,9%,60%
987,987,987,12/22/2023,20,10,Desktop,ABC.com,11 minutes,5%,50%
988,988,988,7/13/2023,80,12,Desktop,ABC.com,20 minutes,7%,30%
989,989,989,12/15/2023,1000,12,Desktop,ABC.com,8 minutes,9%,90%
990,990,990,8/31/2023,50,14,Smartphone,ABC.com,10 minutes,5%,90%
991,991,991,8/22/2023,90,15,Laptop,ABC.com,8 minutes,8%,40%
992,992,992,7/14/2023,300,15,Tablet,ABC.com,29 minutes,4%,70%
993,993,993,3/6/2023,10,10,Laptop,ABC.com,8 minutes,7%,20%
994,994,994,1/12/2023,10,11,Laptop,ABC.com,12 minutes,9%,50%
995,995,995,11/4/2023,1000,11,Desktop,ABC.com,10 minutes,8%,60%
996,996,996,5/25/2023,1000,14,Desktop,ABC.com,8 minutes,3%,60%
997,997,997,7/1/2023,400,10,Desktop,ABC.com,20 minutes,4%,30%
998,998,998,1/19/2023,50,6,Desktop,ABC.com,15 minutes,7%,50%
999,999,999,12/5/2023,1000,9,Smartphone,ABC.com,29 minutes,5%,70%
1000,1000,1000,11/1/2023,1000,9,Laptop,ABC.com,10 minutes,9%,60%
